epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,113.613,1.37451,2.49143,0.95592,0.00366,1,0.50154,0.08237,1.66176,4.5667,0.96872,0.000605089,0.000605089,0.000605089
25,118.343,1.549,2.7796,0.93171,0.00359,1,0.50148,0.1068,1.54805,4.53343,0.92649,0.000622751,0.000622751,0.000622751
26,123.046,1.65142,2.59835,0.96433,0.00355,1,0.33559,0.05774,1.45852,4.45406,0.95961,0.000639753,0.000639753,0.000639753
27,127.724,1.50673,2.48548,0.91019,0.0035,1,0.066,0.01263,1.38657,4.4525,1.02142,0.000656095,0.000656095,0.000656095
28,132.35,1.68617,2.94683,0.97436,0.0035,1,0.066,0.01263,1.38657,4.4525,1.02142,0.000671776,0.000671776,0.000671776
29,137.055,1.49939,2.73943,0.93152,0.00308,0.92857,0.05724,0.01416,1.42087,4.33812,1.13007,0.000686797,0.000686797,0.000686797
30,141.746,1.65022,2.66453,1.11189,0.00348,1,0.05646,0.00967,1.77546,4.42322,1.23109,0.000701159,0.000701159,0.000701159
31,146.443,1.67839,2.7602,0.94787,0.00348,1,0.05646,0.00967,1.77546,4.42322,1.23109,0.00071486,0.00071486,0.00071486
32,151.134,1.5171,2.90172,0.91967,0.00268,0.85714,0.0069,0.00222,1.82545,4.43984,1.2925,0.000727901,0.000727901,0.000727901
33,155.883,1.50261,3.28421,1.0233,0.00309,0.92857,0.00868,0.00275,1.72548,4.55107,1.22728,0.000740281,0.000740281,0.000740281
34,160.519,1.47342,2.91324,1.06719,0.00309,0.92857,0.00868,0.00275,1.72548,4.55107,1.22728,0.000752002,0.000752002,0.000752002
35,165.177,1.65067,2.42227,0.93398,0.0031,0.92857,0.00436,0.0022,1.63872,4.41773,1.12778,0.000763063,0.000763063,0.000763063
36,169.923,1.43398,2.41009,0.9199,0.00315,0.92857,0.00498,0.00243,1.88207,4.27871,1.15641,0.000773463,0.000773463,0.000773463
37,174.817,1.62329,2.61124,1.02535,0.00315,0.92857,0.00498,0.00243,1.88207,4.27871,1.15641,0.000783203,0.000783203,0.000783203
38,179.614,1.21154,2.46832,0.95619,0.00313,0.92857,0.50043,0.26238,1.94732,4.39254,1.10151,0.000792283,0.000792283,0.000792283
39,184.308,1.16572,2.09957,0.98642,0.00313,0.92857,0.37586,0.21278,1.76534,4.1496,1.08193,0.000800703,0.000800703,0.000800703
40,188.973,1.28477,2.20048,0.93912,0.00313,0.92857,0.37586,0.21278,1.76534,4.1496,1.08193,0.000808463,0.000808463,0.000808463
41,193.651,1.32398,2.49649,0.91645,0.00312,0.92857,0.07969,0.05222,1.75028,4.13783,1.06202,0.000815563,0.000815563,0.000815563
42,198.446,1.11234,2.34307,0.8841,0.00312,0.92857,0.02621,0.01455,2.00649,4.27765,1.09771,0.000822003,0.000822003,0.000822003
43,203.127,1.42698,2.14889,0.89046,0.00312,0.92857,0.02621,0.01455,2.00649,4.27765,1.09771,0.000827782,0.000827782,0.000827782
44,208.083,1.39322,2.19821,0.95832,0.00314,0.92857,0.09709,0.04115,2.14127,4.18138,1.16128,0.000832902,0.000832902,0.000832902
45,212.83,1.21981,2.33225,0.93779,0.00314,0.92857,0.09709,0.04115,2.14127,4.18138,1.16128,0.000837361,0.000837361,0.000837361
46,217.812,1.39537,2.1562,0.88896,0.00313,0.92857,0.15161,0.06227,2.13595,4.00606,1.23752,0.00084116,0.00084116,0.00084116
47,222.845,1.1311,1.86724,0.92138,0.00313,0.92857,0.15161,0.06227,2.13595,4.00606,1.23752,0.000844299,0.000844299,0.000844299
48,227.786,1.20541,1.8374,0.91431,0.00319,0.92857,0.925,0.31537,1.95126,3.72471,1.2824,0.000846778,0.000846778,0.000846778
49,232.414,1.77878,2.66774,0.9678,0.00319,0.92857,0.925,0.31537,1.95126,3.72471,1.2824,0.000848596,0.000848596,0.000848596
50,237.09,1.43892,2.50127,0.88049,0.00353,1,0.92541,0.42554,1.65421,3.59789,1.22867,0.000849755,0.000849755,0.000849755
51,242.167,1.35849,2.21881,0.85039,0.00353,1,0.92541,0.42554,1.65421,3.59789,1.22867,0.000841835,0.000841835,0.000841835
52,247.375,1.52944,2.20936,0.95534,0.29901,0.92857,0.92591,0.46917,1.48333,3.3966,1.21548,0.000825332,0.000825332,0.000825332
53,252.414,1.46541,2.33373,0.90951,0.29901,0.92857,0.92591,0.46917,1.48333,3.3966,1.21548,0.000808828,0.000808828,0.000808828
54,257.921,1.32268,2.8933,1.02593,0.99522,0.88314,0.97944,0.45154,1.51906,3.2911,1.24507,0.000792325,0.000792325,0.000792325
55,263.191,1.28418,2.38785,0.88754,0.99522,0.88314,0.97944,0.45154,1.51906,3.2911,1.24507,0.000775822,0.000775822,0.000775822
56,268.549,1.36771,2.28078,1.00805,1,0.46745,0.995,0.42249,1.63931,3.00339,1.2735,0.000759318,0.000759318,0.000759318
57,273.668,1.29348,2.38736,0.8216,1,0.46745,0.995,0.42249,1.63931,3.00339,1.2735,0.000742815,0.000742815,0.000742815
58,278.892,1.50468,2.3753,0.86101,0.98185,0.5,0.995,0.41408,1.7927,2.7667,1.36327,0.000726312,0.000726312,0.000726312
59,284.343,1.27743,1.88734,0.95546,0.98185,0.5,0.995,0.41408,1.7927,2.7667,1.36327,0.000709809,0.000709809,0.000709809
60,289.97,1.22496,2.65596,0.81435,0.97139,0.5,0.995,0.42201,1.84121,2.66956,1.34743,0.000693305,0.000693305,0.000693305
61,295.592,1.36034,2.02918,0.96103,0.97139,0.5,0.995,0.42201,1.84121,2.66956,1.34743,0.000676802,0.000676802,0.000676802
62,300.99,1.24426,1.82399,0.92283,0.97607,0.5,0.995,0.48921,1.61636,2.48405,1.20134,0.000660299,0.000660299,0.000660299
63,306.418,1.1229,1.65347,0.83638,0.97607,0.5,0.995,0.48921,1.61636,2.48405,1.20134,0.000643795,0.000643795,0.000643795
64,312.272,1.27556,2.2476,0.99727,0.95414,0.98111,0.995,0.51313,1.56002,2.24865,1.11005,0.000627292,0.000627292,0.000627292
65,318.276,1.21096,2.02654,0.90126,0.95414,0.98111,0.995,0.51313,1.56002,2.24865,1.11005,0.000610789,0.000610789,0.000610789
66,324.411,1.23427,1.69284,0.95325,0.88267,0.94243,0.995,0.50281,1.59119,1.93012,1.13509,0.000594286,0.000594286,0.000594286
67,329.715,1.17749,1.87356,0.9276,0.88267,0.94243,0.995,0.50281,1.59119,1.93012,1.13509,0.000577782,0.000577782,0.000577782
68,335.391,1.0939,2.1768,0.90887,0.78924,0.94253,0.995,0.51856,1.61967,1.87855,1.13155,0.000561279,0.000561279,0.000561279
69,341.972,1.00816,1.7046,0.84564,0.78924,0.94253,0.995,0.51856,1.61967,1.87855,1.13155,0.000544776,0.000544776,0.000544776
70,348.389,1.0421,1.58113,0.82518,0.81893,0.92279,0.995,0.56615,1.71009,1.79137,1.16298,0.000528272,0.000528272,0.000528272
71,353.78,1.31532,1.99723,0.97917,0.81893,0.92279,0.995,0.56615,1.71009,1.79137,1.16298,0.000511769,0.000511769,0.000511769
72,359.225,1.18218,1.65053,0.84973,0.85821,0.98372,0.995,0.56885,1.81535,1.79362,1.17716,0.000495266,0.000495266,0.000495266
73,364.578,1.126,1.69411,0.97193,0.85821,0.98372,0.995,0.56885,1.81535,1.79362,1.17716,0.000478762,0.000478762,0.000478762
74,369.876,1.41104,1.80564,0.93847,0.88589,0.99912,0.995,0.50861,1.81932,1.83148,1.22449,0.000462259,0.000462259,0.000462259
75,375.504,1.21035,1.77726,0.85451,0.88589,0.99912,0.995,0.50861,1.81932,1.83148,1.22449,0.000445756,0.000445756,0.000445756
76,381.877,1.11993,1.72447,0.9375,0.86473,1,0.995,0.65463,1.6032,1.81782,1.17119,0.000429253,0.000429253,0.000429253
77,388.563,1.21687,1.68616,0.86794,0.86473,1,0.995,0.65463,1.6032,1.81782,1.17119,0.000412749,0.000412749,0.000412749
78,394.193,1.08589,1.75632,0.98217,0.85412,1,0.995,0.5797,1.58649,1.64697,1.24794,0.000396246,0.000396246,0.000396246
79,399.308,1.36079,1.8032,0.94482,0.85412,1,0.995,0.5797,1.58649,1.64697,1.24794,0.000379743,0.000379743,0.000379743
80,405.065,1.24336,1.99162,0.84477,0.97848,0.86666,0.995,0.5797,1.59856,1.63848,1.20708,0.000363239,0.000363239,0.000363239
81,410.019,1.35438,1.82167,0.88821,0.97848,0.86666,0.995,0.5797,1.59856,1.63848,1.20708,0.000346736,0.000346736,0.000346736
82,415.145,1.18188,1.87838,0.8967,0.97734,0.89016,0.995,0.5837,1.60923,1.62058,1.15873,0.000330233,0.000330233,0.000330233
83,420.18,1.12716,1.54783,0.82569,0.97734,0.89016,0.995,0.5837,1.60923,1.62058,1.15873,0.000313729,0.000313729,0.000313729
84,425.06,1.0615,1.79301,0.87921,0.97373,0.90679,0.995,0.59868,1.6395,1.79097,1.15254,0.000297226,0.000297226,0.000297226
85,430.391,1.21699,1.69176,0.89084,0.97373,0.90679,0.995,0.59868,1.6395,1.79097,1.15254,0.000280723,0.000280723,0.000280723
86,435.546,1.1511,1.95717,0.94551,0.95639,0.88651,0.995,0.5992,1.65999,2.00313,1.16075,0.00026422,0.00026422,0.00026422
87,440.611,1.21324,1.67298,0.87765,0.95639,0.88651,0.995,0.5992,1.65999,2.00313,1.16075,0.000247716,0.000247716,0.000247716
88,445.594,1.19997,1.45809,0.89843,0.94356,0.86337,0.995,0.58435,1.66086,2.03661,1.16107,0.000231213,0.000231213,0.000231213
89,450.583,1.0929,1.57852,0.88167,0.94356,0.86337,0.995,0.58435,1.66086,2.03661,1.16107,0.00021471,0.00021471,0.00021471
90,455.667,1.12866,1.65249,0.93173,0.86585,0.81195,0.995,0.58394,1.65255,1.93899,1.14993,0.000198206,0.000198206,0.000198206
91,460.66,0.88186,4.1959,0.86335,0.86585,0.81195,0.995,0.58394,1.65255,1.93899,1.14993,0.000181703,0.000181703,0.000181703
92,465.625,1.05942,3.8124,1.01445,0.90857,0.80759,0.995,0.60299,1.61852,1.85049,1.15101,0.0001652,0.0001652,0.0001652
93,470.847,0.99199,3.56865,0.89665,0.90857,0.80759,0.995,0.60299,1.61852,1.85049,1.15101,0.000148696,0.000148696,0.000148696
94,476.284,1.24367,3.61025,0.8573,0.9352,0.8012,0.995,0.60823,1.5583,1.7482,1.13231,0.000132193,0.000132193,0.000132193
95,481.286,1.31008,4.77163,0.92288,0.9352,0.8012,0.995,0.60823,1.5583,1.7482,1.13231,0.00011569,0.00011569,0.00011569
96,486.586,1.47105,4.97412,0.81641,0.95671,0.80881,0.995,0.60711,1.51095,1.66264,1.12654,9.91865e-05,9.91865e-05,9.91865e-05
97,491.679,1.38079,6.31949,0.80498,0.95671,0.80881,0.995,0.60711,1.51095,1.66264,1.12654,8.26832e-05,8.26832e-05,8.26832e-05
98,496.595,1.32769,3.85823,0.8854,0.96288,0.82066,0.995,0.61097,1.47407,1.58774,1.12296,6.61799e-05,6.61799e-05,6.61799e-05
99,501.615,0.9177,3.35952,0.89334,0.96288,0.82066,0.995,0.61097,1.47407,1.58774,1.12296,4.96766e-05,4.96766e-05,4.96766e-05
100,506.832,0.96121,3.37577,0.75757,0.91911,0.92622,0.995,0.61076,1.44429,1.52517,1.12957,3.31733e-05,3.31733e-05,3.31733e-05
