epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,396.364,1.15965,1.97015,0.93521,0.71605,0.75,0.82875,0.45245,1.5141,2.30422,1.10682,0.000561055,0.000561055,0.000561055
52,404.398,1.74142,3.9423,0.90496,0.70797,0.75,0.82875,0.4593,1.45891,2.25805,1.11473,0.000550056,0.000550056,0.000550056
53,412.225,1.12275,1.87057,0.98276,0.70797,0.75,0.82875,0.4593,1.45891,2.25805,1.11473,0.000539057,0.000539057,0.000539057
54,420.027,1.26532,2.12627,0.92215,0.64028,0.75,0.82875,0.49697,1.30916,2.19512,1.08924,0.000528058,0.000528058,0.000528058
55,427.65,1.12702,1.99771,0.94109,0.55612,0.46066,0.78729,0.48292,1.27187,2.25998,1.09482,0.000517059,0.000517059,0.000517059
56,435.397,1.15143,1.70339,0.89541,0.56457,0.52261,0.78729,0.4671,1.29494,2.20531,1.12612,0.00050606,0.00050606,0.00050606
57,443.26,1.26393,1.86333,0.92744,0.56457,0.52261,0.78729,0.4671,1.29494,2.20531,1.12612,0.000495062,0.000495062,0.000495062
58,450.481,1.18021,2.26153,0.88995,0.65517,1,0.78729,0.45698,1.32542,2.07651,1.14391,0.000484063,0.000484063,0.000484063
59,457.713,1.07829,2.12621,0.93391,0.60614,1,0.78729,0.47133,1.32269,2.01259,1.16486,0.000473064,0.000473064,0.000473064
60,464.95,1.64759,3.55199,1.02893,0.59898,1,0.78729,0.44907,1.26014,1.99518,1.12596,0.000462065,0.000462065,0.000462065
61,472.144,1.06478,1.8207,0.9699,0.59898,1,0.78729,0.44907,1.26014,1.99518,1.12596,0.000451066,0.000451066,0.000451066
62,479.326,0.99467,1.93324,0.86118,0.58679,1,0.79563,0.4666,1.27377,1.96609,1.07484,0.000440067,0.000440067,0.000440067
63,486.625,1.23321,2.15946,0.96975,0.75728,0.625,0.80813,0.48428,1.30642,2.06015,1.07636,0.000429068,0.000429068,0.000429068
64,493.777,0.96722,2.07034,1.01684,0.83566,0.625,0.80813,0.53784,1.36568,2.18073,1.08278,0.000418069,0.000418069,0.000418069
65,500.923,1.02222,1.60272,0.89874,0.83566,0.625,0.80813,0.53784,1.36568,2.18073,1.08278,0.00040707,0.00040707,0.00040707
66,508.096,0.925,1.59079,0.90905,0.73419,0.625,0.84958,0.53875,1.39336,2.21506,1.08035,0.000396071,0.000396071,0.000396071
67,514.98,1.16398,1.94962,0.84424,0.79767,0.625,0.84958,0.54549,1.37078,2.11793,1.0814,0.000385073,0.000385073,0.000385073
68,521.973,1.15644,2.26715,0.87102,0.86633,0.625,0.84958,0.52092,1.35937,1.93611,1.07828,0.000374074,0.000374074,0.000374074
69,528.84,1.10676,1.70156,0.89584,0.86633,0.625,0.84958,0.52092,1.35937,1.93611,1.07828,0.000363075,0.000363075,0.000363075
70,535.745,1.17261,1.81475,0.94316,0.5867,0.99019,0.89083,0.53755,1.3529,1.8445,1.08125,0.000352076,0.000352076,0.000352076
71,542.9,1.18637,2.04162,0.88791,0.58989,0.86298,0.89083,0.57222,1.35641,1.9122,1.08983,0.000341077,0.000341077,0.000341077
72,550.119,1.04252,1.60884,0.89869,0.65509,0.71005,0.82896,0.50585,1.41213,1.97524,1.10484,0.000330078,0.000330078,0.000330078
73,556.994,1.02352,1.82117,0.89743,0.65509,0.71005,0.82896,0.50585,1.41213,1.97524,1.10484,0.000319079,0.000319079,0.000319079
74,564.189,1.06271,1.62302,0.86748,0.62252,0.69283,0.87062,0.56413,1.43839,2.04716,1.1188,0.00030808,0.00030808,0.00030808
75,571.322,1.18536,1.69496,0.95998,0.66867,0.86245,0.87062,0.54946,1.37668,1.99394,1.11203,0.000297081,0.000297081,0.000297081
76,578.441,0.96726,1.82173,0.8885,0.72037,0.96841,0.87062,0.55825,1.3554,1.79612,1.10066,0.000286083,0.000286083,0.000286083
77,585.633,1.078,1.58318,0.90836,0.72037,0.96841,0.87062,0.55825,1.3554,1.79612,1.10066,0.000275084,0.000275084,0.000275084
78,592.988,1.01668,1.88686,0.86447,0.6507,1,0.87062,0.54788,1.33156,1.71866,1.10489,0.000264085,0.000264085,0.000264085
79,600.544,0.98505,1.53414,0.92572,0.62934,1,0.87062,0.5568,1.31818,1.66486,1.10509,0.000253086,0.000253086,0.000253086
80,607.862,0.93624,1.69032,0.91343,0.61547,1,0.87062,0.54875,1.31071,1.63954,1.11387,0.000242087,0.000242087,0.000242087
81,615.099,1.02617,1.53171,0.88092,0.61547,1,0.87062,0.54875,1.31071,1.63954,1.11387,0.000231088,0.000231088,0.000231088
82,622.623,1.12906,1.73372,0.91226,0.61639,1,0.87062,0.54493,1.3225,1.65401,1.12305,0.000220089,0.000220089,0.000220089
83,629.949,1.07587,1.50528,0.92018,0.61607,1,0.87062,0.56981,1.34077,1.67125,1.13074,0.00020909,0.00020909,0.00020909
84,637.313,1.23899,1.93254,0.85766,0.62189,1,0.87062,0.56757,1.34012,1.70209,1.12674,0.000198091,0.000198091,0.000198091
85,644.595,1.1214,1.69459,0.88351,0.62189,1,0.87062,0.56757,1.34012,1.70209,1.12674,0.000187092,0.000187092,0.000187092
86,652.102,1.02838,1.50296,0.90223,0.62253,1,0.87062,0.5476,1.32626,1.70055,1.11632,0.000176094,0.000176094,0.000176094
87,659.526,1.0623,1.61103,0.84594,0.62586,1,0.87062,0.55682,1.30234,1.69316,1.10502,0.000165095,0.000165095,0.000165095
88,666.957,1.00047,1.57075,0.84198,0.65298,1,0.87062,0.56473,1.27831,1.70318,1.09914,0.000154096,0.000154096,0.000154096
89,674.264,0.98647,1.46212,0.95742,0.65298,1,0.87062,0.56473,1.27831,1.70318,1.09914,0.000143097,0.000143097,0.000143097
90,681.678,0.84619,1.85963,0.88297,0.67531,1,0.87062,0.54486,1.26621,1.70422,1.09268,0.000132098,0.000132098,0.000132098
91,689.184,1.1949,3.58604,0.95209,0.67179,1,0.87062,0.54236,1.25996,1.72234,1.08825,0.000121099,0.000121099,0.000121099
92,696.726,1.03894,3.63398,0.95047,0.66747,1,0.87062,0.54794,1.26409,1.76999,1.08337,0.0001101,0.0001101,0.0001101
93,704.075,0.92755,2.77345,0.85213,0.66747,1,0.87062,0.54794,1.26409,1.76999,1.08337,9.91012e-05,9.91012e-05,9.91012e-05
94,711.449,1.049,8.99181,0.77937,0.66734,1,0.87062,0.56294,1.25537,1.78694,1.08576,8.81023e-05,8.81023e-05,8.81023e-05
95,718.836,1.06018,2.99569,0.93302,0.68244,1,0.87062,0.5614,1.26157,1.76243,1.08872,7.71034e-05,7.71034e-05,7.71034e-05
96,726.133,1.09846,4.26498,0.92379,0.69881,1,0.87062,0.56219,1.26752,1.75064,1.08734,6.61045e-05,6.61045e-05,6.61045e-05
97,733.378,1.03235,4.70352,0.8483,0.69881,1,0.87062,0.56219,1.26752,1.75064,1.08734,5.51056e-05,5.51056e-05,5.51056e-05
98,740.77,1.10187,8.3931,0.85995,0.71216,1,0.87062,0.56219,1.27513,1.7456,1.08931,4.41067e-05,4.41067e-05,4.41067e-05
99,747.808,0.97995,2.56929,0.99325,0.71946,1,0.87062,0.56317,1.27863,1.73982,1.09003,3.31078e-05,3.31078e-05,3.31078e-05
100,754.598,0.94389,3.41268,0.89442,0.72702,0.99485,0.87062,0.56317,1.28059,1.73362,1.09031,2.21089e-05,2.21089e-05,2.21089e-05
