epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,765.223,0.99285,1.41154,0.90644,0.68686,0.95,0.95631,0.56863,1.083,1.39534,0.99602,0.0005743,0.0005743,0.0005743
45,781.763,1.00367,1.36622,0.93418,0.70373,0.95,0.94735,0.57464,1.05147,1.39026,0.98435,0.0005644,0.0005644,0.0005644
46,799.106,1.0282,1.52721,0.9276,0.69907,0.95,0.94939,0.5829,1.00754,1.38643,0.97095,0.0005545,0.0005545,0.0005545
47,815.882,1.06207,1.56992,0.91111,0.74026,0.92722,0.93873,0.57925,0.99468,1.42424,0.95519,0.0005446,0.0005446,0.0005446
48,832.746,1.02346,1.53442,0.92148,0.68952,0.94466,0.9246,0.57488,1.02459,1.29509,0.99597,0.0005347,0.0005347,0.0005347
49,850.285,0.94351,1.31358,0.92401,0.63301,0.95,0.96303,0.62713,0.97625,1.26575,1.0125,0.0005248,0.0005248,0.0005248
50,867.287,1.02758,1.39098,0.89898,0.63588,0.95,0.8329,0.56427,0.99074,1.38062,1.05277,0.0005149,0.0005149,0.0005149
51,884.225,1.03755,1.36889,0.92008,0.68434,0.87995,0.86547,0.59771,1.01527,1.3967,1.04649,0.000505,0.000505,0.000505
52,901.353,0.97549,1.20026,0.91688,0.75714,0.77103,0.97988,0.57384,1.10562,1.3505,1.03054,0.0004951,0.0004951,0.0004951
53,918.269,0.95568,1.23359,0.91926,0.90137,0.69139,0.87017,0.54438,1.14552,1.30173,1.04083,0.0004852,0.0004852,0.0004852
54,935.05,1.02314,1.36655,0.88851,0.86207,0.7534,0.83573,0.50888,1.21647,1.27251,1.07498,0.0004753,0.0004753,0.0004753
55,952.045,0.99154,1.29495,0.93027,0.91617,0.74378,0.84365,0.50887,1.21509,1.23619,1.04663,0.0004654,0.0004654,0.0004654
56,968.67,0.95274,1.24455,0.88249,0.90487,0.75,0.82348,0.51908,1.03501,1.2413,0.92656,0.0004555,0.0004555,0.0004555
57,985.344,0.94341,1.24008,0.90131,0.91538,0.75,0.81368,0.51077,1.06017,1.24495,0.93842,0.0004456,0.0004456,0.0004456
58,1001.98,0.92512,1.25428,0.89423,0.93351,0.74486,0.8191,0.52887,1.05399,1.22619,0.92778,0.0004357,0.0004357,0.0004357
59,1018.9,0.97193,1.19556,0.92518,0.95246,0.73835,0.81568,0.51752,1.0246,1.17992,0.93537,0.0004258,0.0004258,0.0004258
60,1035.44,0.9418,1.29043,0.91869,0.87257,0.79351,0.77288,0.50313,1.0362,1.20672,0.96732,0.0004159,0.0004159,0.0004159
61,1051.88,0.9924,1.22134,0.87358,0.86628,0.7954,0.77062,0.53063,1.01724,1.16525,0.94042,0.000406,0.000406,0.000406
62,1068.45,1.05433,1.32197,0.88823,0.93929,0.74553,0.82028,0.56947,0.96957,1.15062,0.91451,0.0003961,0.0003961,0.0003961
63,1085.04,0.90441,1.18546,0.86048,0.93414,0.74541,0.81443,0.56355,0.94878,1.15336,0.90399,0.0003862,0.0003862,0.0003862
64,1101.78,0.98755,1.2731,0.89227,0.91441,0.7414,0.80569,0.53265,0.98425,1.19065,0.92477,0.0003763,0.0003763,0.0003763
65,1118.37,0.9339,1.24794,0.8881,0.91466,0.74295,0.81888,0.54255,1.01749,1.20777,0.93842,0.0003664,0.0003664,0.0003664
66,1134.94,0.83893,1.11979,0.88745,0.92118,0.74557,0.82692,0.56272,1.01308,1.18535,0.94208,0.0003565,0.0003565,0.0003565
67,1151.5,0.87415,1.26285,0.88569,0.95059,0.77431,0.84231,0.58616,0.98043,1.10775,0.94237,0.0003466,0.0003466,0.0003466
68,1168.31,1.00745,1.12628,0.89068,0.97961,0.77563,0.86233,0.57692,0.92122,1.05632,0.94862,0.0003367,0.0003367,0.0003367
69,1184.79,0.95852,1.16725,0.87829,0.97703,0.77505,0.86233,0.58001,0.91623,1.06997,0.95147,0.0003268,0.0003268,0.0003268
70,1201.33,0.90462,1.28193,0.90006,0.98258,0.77964,0.89497,0.61092,0.91901,1.04371,0.94652,0.0003169,0.0003169,0.0003169
71,1218.18,0.93231,1.20261,0.8815,0.95501,0.78863,0.89497,0.61446,0.91227,1.01294,0.93951,0.000307,0.000307,0.000307
72,1234.9,0.79865,1.10769,0.86138,0.67177,0.95,0.98156,0.65596,0.9178,1.03647,0.93568,0.0002971,0.0002971,0.0002971
73,1251.57,0.80742,1.07708,0.84545,0.67147,0.95,0.97905,0.66314,0.94937,1.0522,0.94636,0.0002872,0.0002872,0.0002872
74,1268.15,0.91841,1.15957,0.90084,0.69742,0.95,0.96397,0.65448,0.97781,1.10414,0.95114,0.0002773,0.0002773,0.0002773
75,1284.88,0.88206,1.22874,0.88348,0.70534,0.95,0.95893,0.64847,0.96787,1.10805,0.94403,0.0002674,0.0002674,0.0002674
76,1301.57,0.90111,1.23801,0.86562,0.71418,0.95,0.96544,0.66642,0.93258,1.05804,0.91716,0.0002575,0.0002575,0.0002575
77,1318.12,0.81227,1.13933,0.88929,0.71586,0.95,0.97892,0.69752,0.89664,1.03665,0.9088,0.0002476,0.0002476,0.0002476
78,1334.84,0.84871,1.30774,0.88278,0.75896,0.99945,0.99268,0.67344,0.87854,1.0218,0.91268,0.0002377,0.0002377,0.0002377
79,1351.55,0.87387,1.10412,0.85835,0.74421,1,0.99332,0.69305,0.90343,1.02091,0.92238,0.0002278,0.0002278,0.0002278
80,1368.27,0.78558,1.05242,0.86872,0.73185,1,0.99384,0.68258,0.93003,0.99985,0.93788,0.0002179,0.0002179,0.0002179
81,1384.99,0.79373,1.09087,0.87217,0.71943,1,0.99384,0.68298,0.92865,1.00097,0.94905,0.000208,0.000208,0.000208
82,1401.9,0.84808,1.06151,0.85979,0.70736,1,0.99384,0.68615,0.92569,1.01168,0.95256,0.0001981,0.0001981,0.0001981
83,1418.54,0.85022,1.06146,0.8846,0.71638,1,0.99384,0.67309,0.91316,1.01331,0.9433,0.0001882,0.0001882,0.0001882
84,1435.26,0.78548,0.88853,0.85568,0.73931,1,0.99332,0.68746,0.89052,0.98646,0.93004,0.0001783,0.0001783,0.0001783
85,1451.94,0.82509,1.02229,0.87761,0.74057,1,0.99332,0.67599,0.88818,0.98117,0.92859,0.0001684,0.0001684,0.0001684
86,1468.6,0.82769,1.00282,0.86824,0.73938,1,0.99268,0.67462,0.88965,0.98262,0.9302,0.0001585,0.0001585,0.0001585
87,1485.15,0.83914,1.04526,0.8487,0.75187,1,0.99268,0.67368,0.89617,0.99173,0.93057,0.0001486,0.0001486,0.0001486
88,1501.97,0.78655,1.04133,0.89095,0.77497,1,0.99268,0.66459,0.91136,1,0.93255,0.0001387,0.0001387,0.0001387
89,1518.45,0.81998,1.07905,0.85648,0.78231,1,0.99268,0.64836,0.91243,0.99278,0.93138,0.0001288,0.0001288,0.0001288
90,1535.08,0.80395,1.02239,0.84563,0.79164,1,0.99268,0.64787,0.91163,0.97753,0.9351,0.0001189,0.0001189,0.0001189
91,1551.44,0.7428,1.65,0.8857,0.80353,1,0.99268,0.65907,0.90922,0.96963,0.94025,0.000109,0.000109,0.000109
92,1567.97,0.86585,1.47664,0.89053,0.80351,1,0.99384,0.64079,0.90761,0.95139,0.94731,9.91e-05,9.91e-05,9.91e-05
93,1584.4,0.85185,1.59859,0.88978,0.79625,1,0.99384,0.6209,0.90365,0.9485,0.94362,8.92e-05,8.92e-05,8.92e-05
94,1600.75,0.84754,1.78651,0.84423,0.78843,1,0.99384,0.6178,0.90103,0.94534,0.93726,7.93e-05,7.93e-05,7.93e-05
95,1617.24,0.77624,2.03635,0.88734,0.78143,1,0.99333,0.62477,0.89269,0.94001,0.93157,6.94e-05,6.94e-05,6.94e-05
96,1633.92,0.80726,1.71326,0.87408,0.78391,1,0.99333,0.63541,0.87466,0.92616,0.92338,5.95e-05,5.95e-05,5.95e-05
97,1650.27,0.87762,2.10684,0.83392,0.78591,1,0.99333,0.64411,0.86628,0.92265,0.92067,4.96e-05,4.96e-05,4.96e-05
98,1666.71,0.79701,1.69067,0.86423,0.78325,1,0.99333,0.63792,0.86521,0.91547,0.92095,3.97e-05,3.97e-05,3.97e-05
99,1683.15,0.87817,1.65497,0.81929,0.7859,1,0.99333,0.65727,0.86005,0.90997,0.91884,2.98e-05,2.98e-05,2.98e-05
100,1699.98,0.79906,1.60762,0.83336,0.78642,1,0.99333,0.67712,0.85515,0.90564,0.918,1.99e-05,1.99e-05,1.99e-05
