epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,125.996,1.23262,2.98493,0.99515,0.00549,0.5,0.28561,0.22945,1.11076,3.88137,0.88625,0.000379016,0.000379016,0.000379016
16,134.278,1.25939,2.73337,0.91186,0.00523,0.5,0.28629,0.21842,1.16993,3.86513,0.88305,0.000400205,0.000400205,0.000400205
17,142.467,1.39027,3.02689,0.96094,0.92273,0.25,0.35922,0.24592,1.29414,3.79271,0.90703,0.0004208,0.0004208,0.0004208
18,150.516,1.28316,3.04586,0.91123,0.71245,0.375,0.28608,0.21209,1.34193,3.70883,0.91693,0.000440801,0.000440801,0.000440801
19,158.653,1.18365,2.38492,0.91918,0.00594,0.7,0.42635,0.26826,1.31998,3.69531,0.90952,0.000460208,0.000460208,0.000460208
20,166.821,1.38613,2.71255,0.96682,0.00651,0.75,0.48938,0.29009,1.26459,3.64965,0.91386,0.000479021,0.000479021,0.000479021
21,174.928,1.34539,2.55658,0.94908,0.00655,0.75,0.49995,0.30642,1.18156,3.47299,0.87526,0.00049724,0.00049724,0.00049724
22,183.172,1.27863,2.72336,0.97312,0.6784,0.23432,0.49038,0.30815,1.21525,3.26954,0.85458,0.000514865,0.000514865,0.000514865
23,191.459,1.38307,2.69001,0.89822,0.6948,0.33067,0.43683,0.22622,1.47672,3.12858,0.8888,0.000531896,0.000531896,0.000531896
24,199.669,1.4679,3.45274,0.91441,0.67801,0.25,0.46152,0.23832,1.60019,3.14783,0.9378,0.000548333,0.000548333,0.000548333
25,207.957,1.26522,2.49507,0.93276,0.68353,0.2545,0.49914,0.25925,1.61309,3.0746,0.9223,0.000564176,0.000564176,0.000564176
26,216.165,1.27298,3.00053,0.95675,0.69287,0.21165,0.49914,0.2572,1.59144,2.9356,0.89229,0.000579425,0.000579425,0.000579425
27,224.46,1.23883,2.58934,0.94913,0.7213,0.66926,0.51261,0.31574,1.284,2.9938,0.85828,0.00059408,0.00059408,0.00059408
28,232.88,1.23475,2.60148,0.98593,0.68069,0.75,0.50765,0.30319,1.26912,3.20026,0.91403,0.000608141,0.000608141,0.000608141
29,241.021,1.24357,2.69213,0.91052,0.68069,0.75,0.50765,0.30319,1.26912,3.20026,0.91403,0.000621608,0.000621608,0.000621608
30,249.259,1.18902,2.44195,0.97484,0.00572,0.75,0.49605,0.26774,1.04375,3.26739,1.15443,0.000634481,0.000634481,0.000634481
31,257.527,1.21231,2.43399,0.90847,0.63531,0.73887,0.48255,0.30303,1.10443,3.11495,1.18484,0.00064676,0.00064676,0.00064676
32,265.971,1.15961,2.94045,0.90504,1,0.05394,0.49899,0.34362,1.02891,3.13971,1.11241,0.000658445,0.000658445,0.000658445
33,274.164,1.25887,2.35773,0.9045,1,0.05394,0.49899,0.34362,1.02891,3.13971,1.11241,0.000669536,0.000669536,0.000669536
34,282.354,1.22483,2.24756,0.97809,1,0.22525,0.51266,0.36222,0.97786,2.94311,1.11067,0.0006733,0.0006733,0.0006733
35,290.514,1.16445,2.38753,0.88694,0.91863,0.42376,0.51129,0.31376,1.1272,2.81075,1.20648,0.0006634,0.0006634,0.0006634
36,298.726,1.06924,2.20837,0.91561,0.66354,0.39579,0.51271,0.33622,1.20055,2.67495,1.1954,0.0006535,0.0006535,0.0006535
37,306.856,1.16935,2.03044,0.95045,0.66354,0.39579,0.51271,0.33622,1.20055,2.67495,1.1954,0.0006436,0.0006436,0.0006436
38,315.028,1.18957,2.16753,0.98761,0.9338,0.37308,0.52686,0.35381,1.05891,2.58261,1.10889,0.0006337,0.0006337,0.0006337
39,323.372,1.09643,2.22806,0.97941,0.92687,0.20242,0.56766,0.3812,1.14416,2.85127,1.07426,0.0006238,0.0006238,0.0006238
40,331.599,1.21386,2.13951,0.95632,0.94933,0.26799,0.57251,0.36814,1.18851,2.80951,1.14291,0.0006139,0.0006139,0.0006139
41,339.902,1.17881,1.94427,0.87511,0.94933,0.26799,0.57251,0.36814,1.18851,2.80951,1.14291,0.000604,0.000604,0.000604
42,348.026,1.09428,2.07631,0.95802,0.90308,0.31241,0.61563,0.37988,1.23277,2.75707,1.1985,0.0005941,0.0005941,0.0005941
43,356.222,1.13669,1.9099,0.94671,0.91966,0.40872,0.70555,0.4444,1.20002,2.62163,1.23278,0.0005842,0.0005842,0.0005842
44,364.423,1.17028,1.99098,0.92723,0.73542,0.58516,0.64292,0.3611,1.18203,2.32321,1.21055,0.0005743,0.0005743,0.0005743
45,372.6,1.15376,2.00203,0.93458,0.73542,0.58516,0.64292,0.3611,1.18203,2.32321,1.21055,0.0005644,0.0005644,0.0005644
46,380.802,1.11514,1.77114,0.90465,0.73713,0.65889,0.64988,0.37353,1.10121,2.16131,1.14246,0.0005545,0.0005545,0.0005545
47,389.037,1.07015,1.85243,0.93067,0.7534,0.68951,0.64944,0.34848,1.18065,2.24096,1.25535,0.0005446,0.0005446,0.0005446
48,397.209,1.0998,2.10712,0.89836,0.77347,0.70512,0.64944,0.34584,1.29411,2.36348,1.36984,0.0005347,0.0005347,0.0005347
49,405.353,1.00691,1.81728,0.91557,0.77347,0.70512,0.64944,0.34584,1.29411,2.36348,1.36984,0.0005248,0.0005248,0.0005248
50,413.577,1.02823,2.01186,0.8816,0.76886,0.71726,0.66377,0.34399,1.33313,2.26125,1.37122,0.0005149,0.0005149,0.0005149
51,421.727,1.00321,1.89318,0.95192,0.51831,0.74943,0.67715,0.36492,1.24312,1.98467,1.23921,0.000505,0.000505,0.000505
52,430.051,1.08568,2.0317,0.92055,0.52144,0.79611,0.67162,0.38923,1.16326,1.94685,1.15353,0.0004951,0.0004951,0.0004951
53,438.166,1.03988,2.14407,0.96972,0.52144,0.79611,0.67162,0.38923,1.16326,1.94685,1.15353,0.0004852,0.0004852,0.0004852
54,446.377,1.10853,2.11541,0.9202,0.53654,0.875,0.6671,0.42212,1.13265,1.90323,1.14059,0.0004753,0.0004753,0.0004753
55,454.579,1.00073,1.91685,0.91267,0.53639,0.875,0.6671,0.43184,1.17939,1.92333,1.18185,0.0004654,0.0004654,0.0004654
56,462.663,1.0635,1.75794,0.94394,0.54259,1,0.6671,0.43794,1.20115,1.88135,1.16611,0.0004555,0.0004555,0.0004555
57,470.805,0.95634,1.65479,0.92955,0.54259,1,0.6671,0.43794,1.20115,1.88135,1.16611,0.0004456,0.0004456,0.0004456
58,478.954,1.06702,2.42277,0.93543,0.51912,1,0.79148,0.51621,1.18195,1.76506,1.15181,0.0004357,0.0004357,0.0004357
59,487.298,0.97015,1.86744,0.8766,0.51621,1,0.78814,0.48332,1.16774,1.69685,1.17749,0.0004258,0.0004258,0.0004258
60,495.583,1.06721,1.77317,0.94926,0.50779,1,0.78453,0.47241,1.18596,1.65409,1.19502,0.0004159,0.0004159,0.0004159
61,503.756,1.03424,1.60046,0.98941,0.50779,1,0.78453,0.47241,1.18596,1.65409,1.19502,0.000406,0.000406,0.000406
62,512.028,1.12843,1.73252,0.93549,0.50074,1,0.78453,0.48307,1.17491,1.62977,1.15008,0.0003961,0.0003961,0.0003961
63,520.257,1.0064,1.50347,0.95315,0.53232,1,0.8051,0.52067,1.11592,1.5907,1.11814,0.0003862,0.0003862,0.0003862
64,528.466,1.01701,1.46322,0.86019,0.52013,0.87762,0.81399,0.52341,1.09915,1.52496,1.13667,0.0003763,0.0003763,0.0003763
65,536.639,0.956,1.74351,0.89643,0.52013,0.87762,0.81399,0.52341,1.09915,1.52496,1.13667,0.0003664,0.0003664,0.0003664
66,545.03,1.13343,1.87006,0.92206,0.46899,0.75,0.82583,0.52894,1.12759,1.52568,1.14587,0.0003565,0.0003565,0.0003565
67,553.583,1.03322,1.69588,0.97771,0.73144,0.75,0.82583,0.52099,1.15893,1.62956,1.13966,0.0003466,0.0003466,0.0003466
68,561.971,0.92196,1.45796,0.9582,0.74545,0.75,0.70479,0.46187,1.10895,1.74493,1.09863,0.0003367,0.0003367,0.0003367
69,570.314,0.97293,1.55693,0.91514,0.74545,0.75,0.70479,0.46187,1.10895,1.74493,1.09863,0.0003268,0.0003268,0.0003268
70,578.56,0.95795,1.78825,0.88481,0.53126,0.71875,0.82583,0.52038,1.10705,1.87017,1.09091,0.0003169,0.0003169,0.0003169
71,586.801,0.93755,1.58007,0.87091,0.82899,0.70517,0.82317,0.52481,1.08269,1.81794,1.09033,0.000307,0.000307,0.000307
72,594.98,1.01373,1.77089,0.90543,0.52439,0.75,0.84242,0.52337,1.07949,1.61396,1.09105,0.0002971,0.0002971,0.0002971
73,603.127,0.91864,1.62521,0.94956,0.52439,0.75,0.84242,0.52337,1.07949,1.61396,1.09105,0.0002872,0.0002872,0.0002872
74,611.423,1.04203,1.63962,0.91757,0.61274,0.85234,0.84575,0.51715,1.09573,1.4921,1.11352,0.0002773,0.0002773,0.0002773
75,619.671,0.90538,1.57942,0.88703,0.67308,1,0.84575,0.53712,1.11146,1.48598,1.13521,0.0002674,0.0002674,0.0002674
76,627.897,0.9244,1.525,0.92703,0.69661,1,0.87062,0.55899,1.07394,1.50708,1.11766,0.0002575,0.0002575,0.0002575
77,636.114,0.89916,1.36819,0.93898,0.69661,1,0.87062,0.55899,1.07394,1.50708,1.11766,0.0002476,0.0002476,0.0002476
78,644.348,0.91439,1.51285,0.91084,0.72047,1,0.90875,0.59029,0.99475,1.48115,1.07117,0.0002377,0.0002377,0.0002377
79,652.559,0.92653,1.5891,0.96762,0.69296,0.98125,0.90875,0.59639,0.96069,1.40342,1.04903,0.0002278,0.0002278,0.0002278
80,660.742,0.94211,1.44079,0.90396,0.64328,1,0.95,0.61987,0.99741,1.37788,1.05438,0.0002179,0.0002179,0.0002179
81,669.063,0.92207,1.6465,0.89992,0.64328,1,0.95,0.61987,0.99741,1.37788,1.05438,0.000208,0.000208,0.000208
82,677.346,0.94677,1.73473,0.87184,0.61899,0.89857,0.95333,0.61989,1.0248,1.38405,1.05983,0.0001981,0.0001981,0.0001981
83,685.81,0.99302,1.57615,0.88498,0.69476,0.875,0.95333,0.62246,1.04146,1.414,1.05569,0.0001882,0.0001882,0.0001882
84,694.044,1.00312,1.5691,0.9053,0.80413,0.875,0.9325,0.61644,1.01173,1.41695,1.04086,0.0001783,0.0001783,0.0001783
85,702.201,0.98193,1.57997,0.88139,0.80413,0.875,0.9325,0.61644,1.01173,1.41695,1.04086,0.0001684,0.0001684,0.0001684
86,710.345,1.01209,1.63349,0.87938,0.87368,0.84197,0.91167,0.6126,0.97523,1.39552,1.02988,0.0001585,0.0001585,0.0001585
87,718.551,0.83241,1.50789,0.86552,0.91902,0.84193,0.91167,0.6109,0.95903,1.37328,1.02982,0.0001486,0.0001486,0.0001486
88,726.626,0.82765,1.4428,0.90344,0.76344,0.875,0.90571,0.60575,0.98225,1.35341,1.04137,0.0001387,0.0001387,0.0001387
89,734.85,0.84761,1.41158,0.91216,0.76344,0.875,0.90571,0.60575,0.98225,1.35341,1.04137,0.0001288,0.0001288,0.0001288
90,743.116,0.82058,1.37753,0.90969,0.72199,1,0.90571,0.59939,0.9974,1.32814,1.04171,0.0001189,0.0001189,0.0001189
91,751.306,1.10881,2.61424,0.91386,0.67077,1,0.9325,0.62082,0.99551,1.30887,1.038,0.000109,0.000109,0.000109
92,759.402,0.83021,2.73781,0.92045,0.63697,1,0.9325,0.62913,0.99927,1.286,1.03932,9.91e-05,9.91e-05,9.91e-05
93,767.428,1.10907,3.07274,0.89306,0.63697,1,0.9325,0.62913,0.99927,1.286,1.03932,8.92e-05,8.92e-05,8.92e-05
94,775.387,0.79563,2.9295,0.92205,0.63034,1,0.95333,0.63959,1.00764,1.28965,1.04161,7.93e-05,7.93e-05,7.93e-05
95,783.498,0.86253,2.26852,0.90835,0.62608,1,0.95333,0.64263,1.01171,1.29842,1.04085,6.94e-05,6.94e-05,6.94e-05
96,791.565,0.94405,3.37944,0.85733,0.62228,1,0.95333,0.63368,1.01331,1.30717,1.04079,5.95e-05,5.95e-05,5.95e-05
97,799.769,0.91695,2.65438,0.93032,0.62228,1,0.95333,0.63368,1.01331,1.30717,1.04079,4.96e-05,4.96e-05,4.96e-05
98,807.829,0.79553,2.55311,0.88047,0.63237,1,0.95,0.63626,1.01233,1.32141,1.04093,3.97e-05,3.97e-05,3.97e-05
99,815.951,0.8507,2.31385,0.83075,0.64208,1,0.94639,0.63672,1.01154,1.32524,1.04058,2.98e-05,2.98e-05,2.98e-05
100,824.253,0.89628,2.43167,0.92217,0.66378,1,0.94639,0.63734,1.00931,1.32667,1.0415,1.99e-05,1.99e-05,1.99e-05
